SampleNo_coarse,SampleNo_fine,subSite,Site,voTop,voBottom,voUnits,SoilHorizon,mass,mass_fine,mass_frac_fine,mass_coarse,mass_frac_coarse,MunsellHue,MunsellValue,MunsellChroma,pH_DDI,pH_CaCl2,cec_direct,cec_summation,ssa_untreated,ssa_total,ssa_occluded,ssa_noiron,ssa_percFe,ssa_total_inv,ssa_total_inv_cum,sand,silt,clay,coarse,bulk_sand,bulk_silt,bulk_clay,bd,bd_stdev,bd_stderr,bd_bagerr,c_pct,c_inventory,c_inventory_cum,c_pctse,c_L1,c_L2,c13_norm,C13_normse,C13_L1,C13_L2,n_pct,n_pctse,n_L1,n_L2,N15_norm,N15_normse,N15_L1,N15_L2,c_n,c_n_se,C_N_L1,C_N_L2,Na2O,MgO,Al2O3,SiO2,K2O,CaO,TiO2,MnO,Fe2O3,P2O5,LOI,Total,Ba_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Hf_ppm,La_ppm,Nb_ppm,Nd_ppm,Ni_ppm,Pb_ppm,Rb_ppm,Sc_ppm,Sr_ppm,Th_ppm,V_ppm,Y_ppm,Zn_ppm,Zr_ppm,DFc_pct,DFc_pctse,DFc_L1,DFc_L2,DFc13_norm,DFC13_normse,DFC13_L1,DFC13_L2,DFn_pct,DFn_pctse,DFn_L1,DFn_L2,DFN15_norm,DFN15_normse,DFN15_L1,DFN15_L2,DFc_n,DFc_n_se,DFC_N_L1,DFC_N_L2,LFc_pct,LFc_pctse,LFc_L1,LFc_L2,LFc13_norm,LFC13_normse,LFC13_L1,LFC13_L2,LFn_pct,LFn_pctse,LFn_L1,LFn_L2,LFN15_norm,LFN15_normse,LFN15_L1,LFN15_L2,LFc_n,LFc_n_se,LFC_N_L1,LFC_N_L2,coarse_c_pct,coarse_c_pctse,coarse_c_L1,coarse_c_L2,coarse_c13_norm,coarse_C13_normse,coarse_C13_L1,coarse_C13_L2,coarse_n_pct,coarse_n_pctse,coarse_n_L1,coarse_n_L2,coarse_N15_norm,coarse_N15_normse,coarse_N15_L1,coarse_N15_L2,coarse_c_n,coarse_c_n_se,coarse_C_N_L1,coarse_C_N_L2,one
1204114.002,1204114.001,LP_Well1,LP_Well1,261,272,cm,,,,,,,,,,,,,,6.812,3.1799,,1.3787,0.57,3.84E+05,1.86E+07,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,0.377727044,1.564076769,20.30209733,61.27636729,4.261816353,0.03197441,1.299658805,0.089193176,10.21802559,0.06101706,4.483713696,102.2215695,805.4912186,176.76568,95.65203222,93.18038129,46.81961871,7.859232311,48.63539897,20.01377319,56.20230817,60.41620676,14.6600853,109.1633215,18.99147013,71.58805818,8.378549922,160.9769693,46.38098349,145.2315605,232.5709984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204115.002,1204115.001,LP_Well1,LP_Well1,272,283,cm,,,,,,,,,,,,,,5.89725,2.6098,,,,2.98E+05,1.89E+07,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,0.026373084,1.643204912,18.64608546,61.80458114,3.970947936,0.037535167,1.228978585,0.085056267,9.729155993,0.056971866,3.988113783,99.83430105,770.8305696,123.8364578,98.3064244,90.88379174,37.72538312,8.037675835,25.46024559,21.63027505,30.53737134,49.34862477,14.89718664,110.7957171,20.5070334,71.26055009,9.15070334,150.6777976,23.3598782,147.929666,236.7535167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204116.002,1204116.001,LP_Well1,LP_Well1,283,294,cm,,,,,,,,,,,,,,5.1184,4.8282,,2.006,0.58,5.01E+05,1.94E+07,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,0.106183735,1.774766122,18.34070039,63.03082762,3.746402021,0.087476612,1.113722714,0.081492204,9.374142447,0.0656059,3.908358948,100.413659,762.5358613,76.89654484,99.74766122,88.25233878,28.86759386,6.074766122,21.45778346,20.38800674,26.84111264,51.49220407,14.77414245,105.3785082,20.3753898,81.37227142,8.313240614,155.5341088,16.6580953,156.852002,189.9906449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1201989,1201989,LP_Well1,LP_Well1,305,315,cm,,,,,,,,,,,,,,4.3639,4.3639,,,,4.02E+05,2.03E+07,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.89,20.43,58.68,3.74,0.39,1.19,0.19,9.82,0.149,4.81,101.439,703,429.4,110,92,75,9,181,20.3,179.7,50,16.6,99,20,112,9.5,141.6,84.2,148,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204123,1204123,LP_Well1,LP_Well1,356,368,cm,,,,,,,,,,,,,,4.1417,2.2289,,,,2.59E+05,2.06E+07,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.88,20.99,57.07,4.12,0.51,1.3,0.092,10.86,0.128,4.43,102.78,816,133.6,69,205,32,6.3,23.3,21.9,29.8,52,15.8,115,25,126,9.1,159.3,25.1,148,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204127,1204127,LP_Well1,LP_Well1,396,406,cm,,,,,,,,,,,,,,,3.0591,,,,2.96E+05,2.09E+07,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,2.27,23.63,54.34,5.32,0.13,1.23,0.113,10.43,0.084,4.75,103.107,870,127.7,50,105,57,6.6,76,21.7,77.5,45,15.2,135,23,103,9.8,143.7,28.6,151,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204132,1204132,LP_Well1,LP_Well1,445,457,cm,,,,,,,,,,,,,,3.8893,3.8893,,,,4.35E+05,2.13E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.81,19.22,61.16,3.73,0.67,1.28,0.088,9.46,0.228,3.47,102.386,694,216.7,75,89,25,8,30.6,21.3,41.4,48,15.1,103,20,133,8,143.9,31.8,125,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204137,1204137,LP_Well1,LP_Well1,498,508,cm,,,,,,,,,,,,,,3.4839,2.992,,2.8299,0.05,2.79E+05,2.16E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.97,20.91,56.58,4.4,0.51,1.36,0.074,11.29,0.194,3.79,102.258,917,181,65,102,30,6,99,21,94,60,16,119,23,124,9,161,35,137,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204142,1204142,LP_Well1,LP_Well1,549,559,cm,,,,,,,,,,,,,,5.2067,5.2067,,,,4.85E+05,2.21E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.06,21.28,57.45,3.87,0.25,1.17,0.182,10.22,0.077,5.03,101.589,749,156,78,99,44,7.6,59.8,19.4,64.4,47,16.9,105,21,88,9,142.2,36.6,142,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204145,1204145,LP_Well1,LP_Well1,589,597,cm,,,,,,,,,,,,,,4.719,4.719,,,,3.52E+05,2.24E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.8,21.17,58.62,4.06,0.47,1.31,0.169,8.99,0.134,5.39,103.233,761,165.6,79,91,24,11.6,156.2,22.6,145,47,15.8,113,18,120,10.2,144.6,75.4,121,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204152,1204152,LP_Well1,LP_Well1,695,707,cm,,,,,,,,,,,,,,5.8899,5.0526,,4.1976,0.17,5.65E+05,2.30E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.78,17.39,62.81,2.24,0.75,0.93,0.122,8.81,0.122,4.4,100.074,480,378.4,94,78,65,5.9,221.5,16,176.7,59,16.2,70,16,201,8.4,112.9,93.3,133,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204157,1204157,LP_Well1,LP_Well1,747,762,cm,,,,,,,,,,,,,,3.6304,3.6304,,,,4.80E+05,2.35E+07,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,1.86,20.29,59.65,3.66,0.41,1.19,0.171,9.67,0.138,4.66,102.289,610,323.2,79,91,48,9.6,62,22.3,70.2,48,17.1,103,21,140,9.8,135.6,41.9,130,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204162,1204162,LP_Well1,LP_Well1,800,811,cm,,,,,,,,,,,,,,3.8463,3.8463,,,,4.00E+05,2.39E+07,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.11,20.44,57.51,4.03,0.37,0.98,0.16,10.84,0.201,4.27,102.731,523,85.5,76,89,64,4.4,62.6,18,67.7,45,15.4,105,21,133,8.1,134.7,30.8,148,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204166,1204166,LP_Well1,LP_Well1,842,852,cm,,,,,,,,,,,,,,2.657,2.6906,,2.0417,0.24,2.62E+05,2.41E+07,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,2.16,24.68,51.97,5.22,0.5,1.15,0.206,11.21,0.224,4.24,101.98,717,207.6,57,101,48,4.6,66,21.1,67.1,50,16,134,24,144,8.5,151.5,27.4,137,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204171,1204171,LP_Well1,LP_Well1,894,904,cm,,,,,,,,,,,,,,2.9111,2.9111,,,,2.63E+05,2.44E+07,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,1.94,20.25,57.86,3.63,0.79,1.12,0.133,10.59,0.187,4.02,101.13,760,118.8,77,83,20,5.5,19.2,20.5,25.7,52,15.4,99,19,146,8.6,129.8,20.2,123,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,LP_Well1,LP_Well1,948,955,cm,,,,,,,,,,,,,,4.9331,4.9331,,,,3.03E+05,2.47E+07,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,1.85,18.64,61.69,3.22,0.98,1.04,0.1,8.3,0.17,3.53,101.6,709,127,53,93,29,6,59,20,50,49,16,91,20,173,9,113,37,128,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,LP_Well1,LP_Well1,1000,1006,cm,,,,,,,,,,,,,,3.4177,3.4177,,,,1.75E+05,2.49E+07,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,1.3,12.43,73.26,1.99,1.25,0.97,0.12,5.41,0.15,2.59,101.54,600,106,132,65,1,12,49,21,53,20,15,72,10,141,10,81,40,69,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,LP_Well1,LP_Well1,1049,1055,cm,,,,,,,,,,,,,,4.1673,3.4565,,3.2762,0.05,1.85E+05,2.51E+07,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,1.31,12.82,73.64,1.87,1.67,0.96,0.1,4.85,0.19,2.01,102.31,628,102,81,52,5,13,43,20,45,16,14,68,11,185,10,75,34,71,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204199,1204199,LP_Well1,LP_Well1,1093,1107,cm,,,,,,,,,,,,,,2.7985,2.7985,,,,3.54E+05,2.54E+07,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,1.12,14.08,70.18,0.73,3.19,1.2,0.141,4.99,0.318,2,100.879,304,102.4,72,57,2,23.7,42.7,17.7,51.5,17,19.8,58,12,321,13.7,83.2,61.7,78,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204207,1204207,LP_Well1,LP_Well1,1200,1213,cm,,,,,,,,,,,,,,,4.03485,,,,4.50E+05,2.59E+07,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.24,21.3,55.07,3.43,1.15,1.26,0.211,10.63,0.205,4.35,101.806,822,163.8,73,112,48,9.7,76.4,21.5,79.6,52,27.3,103,22,181,10.8,159.8,56.2,138,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204215,1204215,LP_Well1,LP_Well1,1311,1318,cm,,,,,,,,,,,,,,5.2712,5.2712,,,,3.34E+05,2.62E+07,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,1.81,18.03,63.05,2.8,0.98,1.09,0.148,8.37,0.175,3.28,102.223,623,142.9,67,94,38,9.5,71.9,20.2,66,44,24.1,96,18,166,9.9,124.5,61.1,129,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204223,1204223,LP_Well1,LP_Well1,1397,1422,cm,,,,,,,,,,,,,,3.1609,3.4554,,3.0101,0.13,7.94E+05,2.70E+07,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,2.19,18.97,61.75,2.94,0.89,1.21,0.161,8.62,0.177,3.99,102.138,613,110.3,67,95,23,9.6,48,22.7,47.9,38,19,99,18,157,9.7,125.4,44.6,134,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204228,1204228,LP_Well1,LP_Well1,1524,1535,cm,,,,,,,,,,,,,,3.8097,3.8093,,3.3168,0.13,3.90E+05,2.74E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.71,18.18,61.66,3.1,0.7,1.16,0.199,9.61,0.205,3.46,101.114,512,141,92,86,48,8.1,70.4,20.8,69.7,44,16.6,90,18,144,8,133.4,48.5,120,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204231,1204231,LP_Well1,LP_Well1,1557,1568,cm,,,,,,,,,,,,,,4.4855,4.4855,,,,4.59E+05,2.79E+07,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1.78,18.67,60.64,3.2,0.73,1.13,0.218,10.16,0.187,3,101.695,569,145.3,76,92,55,8,74.1,21.4,72.6,46,17.1,95,20,148,8.1,134.4,48.1,125,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204235,1204235,LP_Well1,LP_Well1,1600,1657,cm,,,,,,,,,,,,,,,4.0536,,,,2.18E+06,3.00E+07,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.99,25.5,50.98,4.58,0.59,1.24,0.216,10.83,0.218,5.21,102.554,667,97.4,59,125,65,4.6,76.2,25.6,82.2,53,18.6,132,29,178,11.1,163.6,33.3,70,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204244,1204244,LP_Well1,LP_Well1,1857,1864,cm,,,,,,,,,,,,,,,3.56525,,,,2.35E+05,3.06E+07,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.95,21.29,56.63,3.51,1.21,1.24,0.314,11.21,0.222,3.72,102.666,725,178.1,68,97,41,7.2,164.2,18.3,148.5,46,17.1,102,19,166,7.9,138,100,125,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204249,1204249,LP_Well1,LP_Well1,1891,1898,cm,,,,,,,,,,,,,,3.93,3.5088,,,,2.32E+05,3.08E+07,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,1.82,20.5,56.46,3.25,1.58,1.18,0.261,10.82,0.199,3.21,105.16,643,158.4,63,95,26,8.4,72.7,20.4,70.6,43,16.4,92,21,215,9.1,145.5,56.1,123,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204256,1204256,LP_Well1,LP_Well1,2000,2019,cm,,,,,,,,,,,,,,,3.5088,,,,6.48E+05,3.15E+07,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.32,29.67,42.98,4.22,1.02,1.4,0.377,13.25,0.328,5.08,102.815,599,153.2,45,134,90,4.9,102.9,21.9,106.1,56,20.5,101,27,271,8.9,179.7,54.1,147,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204261,1204261,LP_Well1,LP_Well1,2096,2111,cm,,,,,,,,,,,,,,,3.5088,,,,5.03E+05,3.20E+07,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.95,23.19,51.42,3.84,1.12,1.21,0.455,13.8,0.213,3.88,102.048,636,140.2,67,125,42,6,78.5,19.9,75.3,43,16.5,98,30,167,7.7,171.2,57.5,117,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204268,1204268,LP_Well1,LP_Well1,2177,2186,cm,,,,,,,,,,,,,,,3.5088,,,,2.82E+05,3.22E+07,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,1.65,17.86,62.69,2.42,1.26,1.02,0.155,8.62,0.173,3.85,101.328,541,147.6,79,93,42,7.5,130.2,17.6,131,45,17,82,18,181,8.7,125,74.1,118,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1204269,1204269,LP_Well1,LP_Well1,2186,2195,cm,,,,,,,,,,,,,,,3.5088,,,,2.62E+05,3.25E+07,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.44,17.63,62.95,2.44,1.51,1.1,0.174,8.59,0.169,2.94,101.843,521,103.5,92,81,22,10.1,39.4,20,46.7,34,17.6,79,16,204,9,119.9,41.2,104,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301789.002,1301789.001,LP5,LP_Well2,0,2,cm,A1,584.64,436.41,74.64593596,148.23,25.35406404,10YR,3,2,5.2,4.6,,,3.6753,19.1565,15.4812,6.3298,0.67,2.41E+05,2.41E+05,59.44,19.449,21.111,25.354,44.37,14.518,15.759,0.84,,,,8.830023162,1.491056103,1.491056103,0.019308317,8.810714845,8.84933148,-26.3574479,0.568891099,-26.92713186,-25.78934967,0.534491239,0.005538854,0.528952385,0.540030093,-0.222161418,0.433445387,-0.656162989,0.210727785,19.26544976,0.204041234,0.010591044,19.06140853,0,1.788056176,20.4488095,56.96792925,4.252297567,0.109800212,1.333042661,0.213348807,9.606085321,0.10424433,10.40008292,102.3751387,655.555882,171.8841815,149.5785639,88.53860618,55.44141497,8.643142555,70.5329651,18.1254319,100.2616641,69.5885533,33.76212246,95.98002115,16.1371489,101.2643084,9.37257022,147.2071806,125.6639323,169.628511,265.9028088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301790.002,1301790.001,LP5,LP_Well2,2,6,cm,A1,943.2,723.45,76.70165394,219.75,23.29834606,10YR,3,2,5.1,4.2,,,9.729,18.8487,9.1197,6.3298,0.66,4.88E+05,7.30E+05,49.371,27.301,23.328,23.298,37.869,20.94,17.893,0.84,,,,3.466355946,1.17067217,2.661728273,0.010615553,3.455740393,3.476971499,-25.95090158,0.56916611,-26.52084858,-25.38251636,0.231755358,0.002914236,0.228841122,0.234669594,1.398141902,0.431614894,0.966014604,1.829244393,17.44220048,0.225739914,0.012942169,17.21646056,0.005618009,1.735032355,20.0553205,57.77600467,3.991705554,0.124175275,1.309983254,0.241562436,9.406530645,0.110366864,10.11783378,102.1170654,664.1066876,172.5080662,144.5689881,89.22371898,54.65723023,8.60561046,70.67238138,18.07946835,101.5632996,69.96205605,31.68623328,96.64515807,16.16649414,102.6518009,9.335555298,146.2121474,128.2249771,168.8722647,264.3799275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301791.002,1301791.001,LP5,LP_Well2,6,12,cm,A2,1170.05,681.11,58.21204222,488.94,41.78795778,10YR,3,3,4.6,4,,,13.109,19.8129,6.7039,6.3298,0.68,7.96E+05,1.53E+06,47.218,26.116,26.667,41.788,27.486,15.202,15.523,1.15,,,,1.986504147,1.371687991,4.033416264,0.009716467,1.976787679,1.996220614,-25.55729929,0.569440389,-26.12750897,-24.98862819,0.149178797,0.002522752,0.146656045,0.151701549,2.756582813,0.430201326,2.32590579,3.186308441,15.52888509,0.273371797,0.017604084,15.25551329,0.016854026,1.628984712,19.26834252,59.3921555,3.470521529,0.152925403,1.263864442,0.297989692,9.007421292,0.122611933,9.553335497,101.6009186,681.2082989,173.7558356,134.5498365,90.59394458,53.08886075,8.530546271,70.95121395,17.98754125,104.1665706,70.70906157,27.53445494,97.97543189,16.2251846,105.4267858,9.261525456,144.2220809,133.3470665,167.3597721,261.3341649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301792.002,1301792.001,LP5,LP_Well2,12,18,cm,A2,1222.46,775.34,63.42457013,447.12,36.57542987,10YR,3,3,4.7,4.1,,,15.2494,21.2914,6.042,7.55125,0.65,1.18E+06,2.71E+06,47.218,26.116,26.667,36.575,29.948,16.564,16.913,1.46,,,,1.403591807,1.227329697,5.260745962,0.010173153,1.393418654,1.41376496,-25.20997832,0.569688963,-25.78042633,-24.6410484,0.113176268,0.002546953,0.110629315,0.115723221,3.74297877,0.429244787,3.313284937,4.171774511,14.46249949,0.341932266,0.023642681,14.12056722,0.036517055,1.443401338,17.89113105,62.22041947,2.558449483,0.203238126,1.18315652,0.396737392,8.308979923,0.144040803,8.5654635,100.6976618,711.1361185,175.9394321,117.0163212,92.99183939,50.34421415,8.399183939,71.43917094,17.82666883,108.7222948,72.01632123,20.26884283,100.3034111,16.32789292,110.2830096,9.131973231,140.7394646,142.3107231,164.7129101,256.0040803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301793.002,1301793.001,LP5,LP_Well2,18,29,cm,AB,1506.32,789.74,52.42843486,716.58,47.57156514,10YR,4,3,4.6,4,,,13.9058,17.5852,3.6794,7.246225,0.59,1.63E+06,4.34E+06,46.095,25.01,28.895,47.572,24.167,13.112,15.149,1.61,,,,0.907074099,1.604989798,6.86573576,0.00620155,0.900872549,0.913275649,-24.81472628,0.569979298,-25.38545298,-24.24549438,0.074074825,0.001560057,0.072514768,0.075634882,5.090586416,0.428033804,4.662139978,5.518207586,14.28006002,0.316196055,0.022142488,13.96386397,0.063636894,1.473072136,18.14665784,62.03772622,2.616402431,0.193615577,1.188123998,0.361650096,8.435751555,0.140862734,8.148033543,100.3628207,712.8029661,166.9790309,117.2381331,93.45585733,50.39292461,8.457341061,71.2214281,18.05331071,102.3722815,71.14064072,20.15306817,101.690069,16.74977628,111.4687326,9.195829346,143.3384712,139.6175683,161.9430489,256.4806957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301794.002,1301794.001,LP5,LP_Well2,29,37,cm,Bw1,1690.04,755.77,44.7190599,934.27,55.2809401,10YR,5,6,4.5,3.9,,,14.8667,16.7704,1.9037,6.9412,0.59,9.66E+05,5.30E+06,43.977,24.919,31.104,55.281,19.666,11.144,13.91,1.61,,,,0.406326343,0.523219189,7.388954949,0.005849724,0.400476618,0.412176067,-25.33430606,0.569599278,-25.90466805,-24.76546949,0.03500959,0.001404444,0.033605146,0.036414034,5.690376149,0.427530632,5.26244909,6.117510353,13.53461325,0.576859511,0.042621056,12.95775373,0.123300537,1.538347892,18.70881678,61.63580109,2.743898917,0.172445969,1.19905245,0.284458046,8.714649144,0.133870981,7.229687639,99.62617033,716.4700309,147.2661483,117.7261192,94.47669679,50.50008761,8.585286731,70.74239385,18.55192283,88.40225217,69.21414359,19.89836393,104.7407164,17.67791966,114.0773232,9.336312799,149.0562857,133.6926276,155.8493541,257.5292497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301795.002,1301795.001,LP5,LP_Well2,37,46,cm,Bw1,1652.28,605.55,36.64935725,1046.73,63.35064275,10YR,5,6,4.4,4,,,18.6048,21.1957,2.5909,8.1922,0.61,1.13E+06,6.43E+06,42.933,23.733,33.333,63.351,15.735,8.698,12.216,1.61,,,,0.39915868,0.578238207,7.967193155,0.004489038,0.394669641,0.403647718,-25.01608636,0.569830396,-25.58667009,-24.4470093,0.03489267,0.001091112,0.033801558,0.035983782,6.472306927,0.426907961,6.045023667,6.898839588,13.34041291,0.443320045,0.033231359,12.89709287,0.172116246,1.591755329,19.168765,61.30695325,2.848214223,0.155125381,1.20799391,0.221300913,8.942838081,0.128150457,6.478313717,99.02345638,719.4703566,131.1374261,118.1253806,95.31192908,50.58776643,8.689969551,70.35045673,18.9598782,76.97222817,67.63791867,19.68996955,107.2367007,18.43730969,116.2116246,9.451253806,153.7344976,128.8449489,150.8636038,258.3871575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1301796.002,1301796.001,LP5,LP_Well2,46,56,cm,Bw2,1693.99,602.34,35.55747082,1091.65,64.44252918,10YR,5,4,4.7,3.8,,,18.5069,21.75,3.2431,8.573325,0.61,1.27E+06,7.70E+06,43.922,21.657,34.421,64.443,15.617,7.701,12.239,1.64,,,,0.409279663,0.67112596,8.638319116,0.004713676,0.404565987,0.413993338,-25.56554913,0.569434559,-26.13575322,-24.9968841,0.032378065,0.001144338,0.031233727,0.033522404,5.535447417,0.427658483,5.10738832,5.962705286,14.74100767,0.54795524,0.03717217,14.19305243,0.208393065,1.632214258,18.25559885,62.49395413,2.630491331,0.136526782,1.140839307,0.152946436,9.11930405,0.120137495,6.046206488,100.0336695,629.9536033,94.87758377,119.7901734,89.82053953,52.52678225,7.830535645,71.4943699,17.31142968,75.29856644,65.56874757,18.8874104,98.1678613,17.04196533,106.4312524,10.73169556,150.5296494,152.0399845,146.0115992,238.6223121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
